pato_id	label	parent_pato_ids	parent_labels	temporary_flopo_id	examples
PATO:0104080	three-angled	PATO:0000617	bent	FLOPO_0980163	Drimia maritima: the three-angled fruits || Euphorbia heterophylla: three-angled fruits
PATO:0104081	deep rosy-pink	PATO:0000954|PATO:0001425|PATO:0000322	pink|rosy|red	FLOPO_0980164	Epilobium hirsutum: deep rosy-pink flowers || Tamarix aucheriana: deep rosy-pink flowers
PATO:0104082	green and brown	PATO:0000320|PATO:0000952	green|brown	FLOPO_0980165	Eulophia petersii: sepals and petals geen and brown || Eulophia petersii: sepals and petals geen and brown
PATO:0104083	rolled back at the tip	PATO:0001901	back	FLOPO_0980166	Eulophia petersii: rolled back at the tip || Eulophia petersii: rolled back at the tip
PATO:0104084	apricot-yellow	PATO:0000324	yellow	FLOPO_0980167	Euphorbia schimperi: apricot-yellow flowers || Rhynchosia malacophylla vergensad R. minima: apricot-yellow flowers
PATO:0104085	deep purple	PATO:0000951	purple	FLOPO_0980168	Ficus carica: small deep purple ripe fruits || Roemeria hybrida: deep purple flowers
PATO:0104086	fairly large	PATO:0000586	increased size	FLOPO_0980169	Ficus carica: fairly large dentate leaves || Hibiscus sp. aff. aponeurus: fairly large downy leaves
PATO:0104087	deep purplish red	PATO:0000951|PATO:0000322	purple|red	FLOPO_0980170	Hibiscus trionum: creamy flowers 2.6 cm wide with deep purplish red centre || Sida ovata: deep purplish red flowers
PATO:0104088	slightly curved	PATO:0000406	curved	FLOPO_0980171	Hippocrepis constricta: slightly curved pods || Hippocrepis sp. aff. ciliata: slightly curved pods
PATO:0104089	very large	PATO:0000586	increased size	FLOPO_0980172	Hyoscyamus pusillus: cupped in a very large calyx || Senecio hadiensis: very large glabrous leaves
PATO:0104090	narrow flat	PATO:0000599|PATO:0000407	decreased width|flat	FLOPO_0980173	Linaria haelava: narrow flat leaves || Linaria simplex: narrow flat leaves
PATO:0104091	golden	PATO:0000324	yellow	FLOPO_0980174	Lonicera etrusca: turning golden || Plectranthus arabicus: that dry a golden colour
PATO:0104092	pale lilac and white	PATO:0001943|PATO:0000323	lilac|white	FLOPO_0980175	Malcolmia chia: pale lilac and white flowers || Scutellaria arabica: pale lilac and white flowers
PATO:0104093	almost round	PATO:0000411	circular	FLOPO_0980176	Mesembryanthemum nodiflorum: small almost round leaves || Senecio flavus: almost round dentate leaves
PATO:0104094	white flushed with lilac	PATO:0000323|PATO:0001943	white|lilac	FLOPO_0980177	Misopates orontium: white flowers flushed with lilac || Silene sp. aff. burchellii: white flowers flushed with lilac
PATO:0104095	greenish-yellow	PATO:0000320|PATO:0000324	green|yellow	FLOPO_0980178	Rhus tripartita: greenish-yellow flowers || Suaeda aegyptiaca: greenish-yellow flowers
PATO:0104096	pink and red	PATO:0000954|PATO:0000322	pink|red	FLOPO_0980179	Rumex vesicarius: pink and red sepals || Salvadora persica: juicy pink and red edible berries
PATO:0104097	banded and tessellated yellow and blue-green	PATO:0001946|PATO:0000324|PATO:0000318|PATO:0000320	banded|yellow|blue|green	FLOPO_0980180	Sansevieria abyssinica: banded and tessellated yellow and blue-green || Sansevieria abyssinica: banded and tessellated yellow and blue-green
PATO:0104098	flat oval	PATO:0000407|PATO:0000947	flat|elliptic	FLOPO_0980181	Savignya parviflora: flat oval fruits || Taverniera lappacea: flat oval stiff-hairy pods
PATO:0104099	glaucous blue-green	PATO:0000320|PATO:0000014|PATO:0000318	green|color|blue	FLOPO_0980182	Silene macrosolen: glaucous blue-green leaves || Silene schimperiana: glaucous blue-green leaves
PATO:0104100	slender cylindrical	PATO:0000592|PATO:0001873	decreased thickness|cylindrical	FLOPO_0980183	Torularia torulosa: slender cylindrical fruits || Torularia torulosa: slender cylindrical fruits which corkscrew
PATO:0104101	long straight	PATO:0001154|PATO:0002180	elongated|straight	FLOPO_0980184	Acacia abyssinica: long straight pods
PATO:0104102	golden-yellow	PATO:0000324	yellow	FLOPO_0980185	Acacia asak: fleshy golden-yellow pods
PATO:0104103	slightly twisted	PATO:0001798	kinked	FLOPO_0980186	Acacia asak: slightly twisted
PATO:0104104	white, cream, or yellow	PATO:0000323|PATO:0000324	white|yellow	FLOPO_0980187	Acacia asak: white, cream, or yellow flowers
PATO:0104105	peeling papery	PATO:0000150	texture	FLOPO_0980188	Acacia ehrenbergiana: peeling papery bark
PATO:0104106	slightly blue-green	PATO:0000320|PATO:0000318	green|blue	FLOPO_0980189	Acacia nubica: slightly blue-green leaves
PATO:0104107	fawn	PATO:0000952|PATO:0000324	brown|yellow	FLOPO_0980190	Acantholepis orientalis: fawn bud-like flowers
PATO:0104108	glossy orange	PATO:0001373|PATO:0000953	glistening|orange	FLOPO_0980191	Adonis dentata: glossy orange flowers
PATO:0104109	dying fawn	PATO:0000952|PATO:0000324	brown|yellow	FLOPO_0980192	Ajuga chamaepitys ssp. tridactylites: dying fawn flowers 6 mm long
PATO:0104110	green and white	PATO:0000320|PATO:0000323	green|white	FLOPO_0980193	Allium sinaiticum: small green and white flowers
PATO:0104111	deep pinkish red	PATO:0000954|PATO:0000322	pink|red	FLOPO_0980194	Aloe sheilae: deep pinkish red flowers
PATO:0104112	orange-red	PATO:0000953|PATO:0000322	orange|red	FLOPO_0980195	Aloe vacillans: orange-red flowers
PATO:0104113	red or yellow	PATO:0000322|PATO:0000324	red|yellow	FLOPO_0980196	Aloe vera: red or yellow flowers
PATO:0104114	yellowish-green	PATO:0000324|PATO:0000320	yellow|green	FLOPO_0980197	Alternanthera pungens: thick yellowish-green leaves
PATO:0104115	greenish cream	PATO:0000320|PATO:0000323|PATO:0000324	green|white|yellow	FLOPO_0980198	Although not many species of this family: greenish cream flowers
PATO:0104116	greenish or pinkish	PATO:0000320|PATO:0000954	green|pink	FLOPO_0980199	Amaranthus graecizans: greenish or pinkish flowers
PATO:0104117	bristly	PATO:0000150	texture	FLOPO_0980200	Amaranthus hybridus: short bristly hairs
PATO:0104118	pale yellowish	PATO:0000324	yellow	FLOPO_0980201	Ambrosia maritima: pale yellowish flowers
PATO:0104119	very red	PATO:0000322	red	FLOPO_0980202	An erect bushy herb: Very red root
PATO:0104120	apricot-yellow with deep crimson centre	PATO:0000322|PATO:0000324	red|yellow	FLOPO_0980203	An erect many-stemmed: apricot-yellow with deep crimson centre
PATO:0104121	brilliant deep blue	PATO:0000318	blue	FLOPO_0980204	Anchusa affinis: brilliant deep blue flowers
PATO:0104122	pale rose-pink	PATO:0000954|PATO:0000322	pink|red	FLOPO_0980205	Anchusa milleri: pale rose-pink flowers 5 mm wide
PATO:0104123	deep green	PATO:0000320	green	FLOPO_0980206	Andrachne telephioides: deep green orbicular leaves
PATO:0104124	lilac or deep blue	PATO:0001943|PATO:0000318	lilac|blue	FLOPO_0980207	Anticharis glandulosa: lilac or deep blue flowers
PATO:0104125	deep lilac purple	PATO:0001943|PATO:0000951	lilac|purple	FLOPO_0980208	Anticharis linearis: tubular deep lilac purple flowers
PATO:0104126	greenish golden	PATO:0000320|PATO:0000324	green|yellow	FLOPO_0980209	Argyrolobium sp. aff. arabicum: greenish golden flowers
PATO:0104127	upper ones tiny	PATO:0000587	decreased size	FLOPO_0980210	Artemisia abyssinica: the upper ones tiny
PATO:0104128	bright dark green	PATO:0000320	green	FLOPO_0980211	Asemi-prostrate densely leafy herb with stems: bright dark green
PATO:0104129	very feathery	PATO:0000150	texture	FLOPO_0980212	Asemi-prostrate densely leafy herb with stems: very feathery
PATO:0104130	reddish line	PATO:0000322	red	FLOPO_0980213	Asphodelus refractus: a reddish line down the centre of each tepal
PATO:0104131	flat-sided curved	PATO:0000407|PATO:0000406	flat|curved	FLOPO_0980214	Astragalus annularis: flat-sided curved pods
PATO:0104132	lilac flushed	PATO:0001943	lilac	FLOPO_0980215	Astragalus atropilosus: white, lilac flushed flowers
PATO:0104133	white, lilac flushed	PATO:0000323|PATO:0001943	white|lilac	FLOPO_0980216	Astragalus atropilosus: white, lilac flushed flowers
PATO:0104134	pink (occasionally flushed)	PATO:0000954	pink	FLOPO_0980217	Astragalus spinosus: occasionally flushed with pink
PATO:0104135	short plump erect	PATO:0000569|PATO:0000622	decreased height|erect	FLOPO_0980218	Astragalus tribuloides var. minutus: short plump erect hairy pods
PATO:0104136	fat spherical	PATO:0001499	spherical	FLOPO_0980219	Atractylis cancellata: fat spherical flowers
PATO:0104137	slender curved spiny	PATO:0000592|PATO:0000406|PATO:0001365	decreased thickness|curved|spiny	FLOPO_0980220	Atractylis cancellata: slender curved spiny bracts
PATO:0104138	slender curved	PATO:0000592|PATO:0000406	decreased thickness|curved	FLOPO_0980221	Atractylis cancellata: slender curved spiny bracts
PATO:0104139	lobed dentate	PATO:0001979|PATO:0001205	lobed|dentated	FLOPO_0980222	Atractylis carduus: lobed dentate leaves
PATO:0104140	flat-sided mangoshaped	PATO:0000407	flat	FLOPO_0980223	Avicennia marina: flat-sided mangoshaped fruits
PATO:0104141	oval pear-shaped	PATO:0000947	elliptic	FLOPO_0980224	Balanites aegyptiaca: oval pear-shaped
PATO:0104142	slender tubular	PATO:0000592|PATO:0002299	decreased thickness|tubular	FLOPO_0980225	Barleria acanthoides: slender tubular corolla
PATO:0104143	pale lilac-blue	PATO:0000318|PATO:0001943	blue|lilac	FLOPO_0980226	Barleria hochstetteri: pale lilac-blue flowers
PATO:0104144	deep glowing orange	PATO:0000953	orange	FLOPO_0980227	Barleria proxima: deep glowing orange flowers
PATO:0104145	deep maroon-purple	PATO:0000951	purple	FLOPO_0980228	Barleria sp. aff. parviflora: deep maroon-purple flowers
PATO:0104146	deep bright blue to almost white	PATO:0000318|PATO:0000323	blue|white	FLOPO_0980229	Blepharis ciliaris: vary in colour from deep bright blue to almost white
PATO:0104147	long exserted	PATO:0001154|PATO:0000623	elongated|exserted	FLOPO_0980230	Buddleja polystachya: long exserted stamens
PATO:0104148	cordate wavy-edged	PATO:0000948	heart shaped	FLOPO_0980231	Bupleurum gerardii: cordate wavy-edged leaves
PATO:0104149	simple grass-like	PATO:0001503	simple	FLOPO_0980232	Bupleurum gerardii: simple grass-like leaves
PATO:0104150	brilliant deep red	PATO:0000322	red	FLOPO_0980233	Cadaba glandulosa: brilliant deep red inside
PATO:0104151	dark pink	PATO:0000954	pink	FLOPO_0980234	Cadia purpurea: aging dark pink
PATO:0104152	hard curved	PATO:0000386|PATO:0000406	hard|curved	FLOPO_0980235	Calendula arvensis: hard curved fruits
PATO:0104153	more rounded	PATO:0000411	circular	FLOPO_0980236	Callipeltis aperta: the bracteoles are more rounded
PATO:0104154	fading white	PATO:0000323	white	FLOPO_0980237	Campanula dulcis: fading white
PATO:0104155	flat shallow mahogany-red	PATO:0000322|PATO:0000407|PATO:0001472	red|flat|decreased depth	FLOPO_0980238	Caralluma commutata: flat shallow mahogany-red flowers
PATO:0104156	very deep purplish-black	PATO:0000317|PATO:0000951	black|purple	FLOPO_0980239	Caralluma deflersiana: very deep purplish-black flowers
PATO:0104157	purplish-black	PATO:0000951|PATO:0000317	purple|black	FLOPO_0980240	Caralluma deflersiana: very deep purplish-black flowers
PATO:0104158	pale greenish-fawn	PATO:0000952|PATO:0000324|PATO:0000320	brown|yellow|green	FLOPO_0980241	Caralluma edulis: pale greenish-fawn cup-shaped flowers
PATO:0104159	dark purplish-red	PATO:0000322|PATO:0000951	red|purple	FLOPO_0980242	Caralluma shadhbana: dark purplish-red flowers 1 cm wide
PATO:0104160	green-backed with red freckles	PATO:0000320|PATO:0000322	green|red	FLOPO_0980243	Caralluma shadhbana: the flowers are green-backed with red freckles
PATO:0104161	green-backed	PATO:0000320	green	FLOPO_0980244	Caralluma shadhbana: the flowers are green-backed with red freckles
PATO:0104162	wide flat curved	PATO:0000600|PATO:0000407|PATO:0000406	increased width|flat|curved	FLOPO_0980245	Cassia holosericea: wide flat curved pods
PATO:0104163	pink and white	PATO:0000954|PATO:0000323	pink|white	FLOPO_0980246	Celosia trigyna: pink and white flowers
PATO:0104164	reddish green	PATO:0000322|PATO:0000320	red|green	FLOPO_0980247	Celtis africana: reddish green flowers
PATO:0104165	pale creamy	PATO:0000323|PATO:0000324	white|yellow	FLOPO_0980248	Centaurea sinaica: pale creamy flowers
PATO:0104166	cream freckled with crimson spots	PATO:0000323|PATO:0000324|PATO:0000322	white|yellow|red	FLOPO_0980249	Ceropegia sp. aff. devecchii var. adelaidae: the corolla cream freckled with crimson spots
PATO:0104167	creamy with palegreen longitudinal lines	PATO:0000323|PATO:0000324	white|yellow	FLOPO_0980250	Ceropegia sp. aff. variegata: the corolla creamy with palegreen longitudinal lines
PATO:0104168	pale greygreen with red streaks and freckles	PATO:0000322	red	FLOPO_0980251	Ceropegia sp. aff. variegata: corolla pale greygreen with red streaks and freckles
PATO:0104169	flat, round	PATO:0000407|PATO:0000411	flat|circular	FLOPO_0980252	Chorispora purpurascens: crowded flat, round fruits
PATO:0104170	rough cylindrical	PATO:0000700|PATO:0001873	rough|cylindrical	FLOPO_0980253	Chorispora purpurascens: rough cylindrical fruits
PATO:0104171	blue-lilac	PATO:0000318|PATO:0001943	blue|lilac	FLOPO_0980254	Cicer cuneatum: blue-lilac flowers
PATO:0104172	bright rich blue	PATO:0000318	blue	FLOPO_0980255	Cicer cuneatum: bright rich blue flowers
PATO:0104173	sky-blue	PATO:0000318	blue	FLOPO_0980256	Cichorium bottae: sky-blue flowers
PATO:0104174	sky blue	PATO:0000318	blue	FLOPO_0980257	Cichorium intybus: sky blue flowers
PATO:0104175	almost orbicular	PATO:0001934	orbicular	FLOPO_0980258	Cineraria abyssinica: almost orbicular
PATO:0104176	smooth round	PATO:0000701|PATO:0000411	smooth|circular	FLOPO_0980259	Citrullus colocynthis: smooth round bitter fruits
PATO:0104177	brown and white	PATO:0000952|PATO:0000323	brown|white	FLOPO_0980260	Cleome amblyocarpa: small brown and white flowers
PATO:0104178	sandy-yellow	PATO:0000324	yellow	FLOPO_0980261	Cleome schweinfurthii: striped with sandy-yellow
PATO:0104179	chestnut-brown	PATO:0000952	brown	FLOPO_0980262	Cleome trinervia: chestnut-brown flowers
PATO:0104180	cream flushed with red	PATO:0000323|PATO:0000324|PATO:0000322	white|yellow|red	FLOPO_0980263	Colutea istria: ripe pods cream flushed with red
PATO:0104181	dark-green	PATO:0000320	green	FLOPO_0980264	Combretum molle: dark-green-leaved
PATO:0104182	pale bluish-lilac	PATO:0001943|PATO:0000318	lilac|blue	FLOPO_0980265	Commelina sp. aff. albescens: pale bluish-lilac flowers
PATO:0104183	pale rose-lilac	PATO:0001943|PATO:0000954|PATO:0000322	lilac|pink|red	FLOPO_0980266	Commicarpus helenae: pale rose-lilac flowers
PATO:0104184	pink-flushed	PATO:0000954	pink	FLOPO_0980267	Commiphora kataf: oval pink-flushed fruits
PATO:0104185	almost globular	PATO:0001499	spherical	FLOPO_0980268	Commiphora kataf: almost globular green fruits
PATO:0104186	creamy-pink	PATO:0000323|PATO:0000324|PATO:0000954	white|yellow|pink	FLOPO_0980269	Commiphora kataf: creamy-pink flowers
PATO:0104187	red flushed green	PATO:0000322|PATO:0000320	red|green	FLOPO_0980270	Commiphora madagascariensis: red flushed green pate
PATO:0104188	oval mango-shaped	PATO:0000947	elliptic	FLOPO_0980271	Commiphora myrrha: oval mango-shaped fruits
PATO:0104189	deep red	PATO:0000322	red	FLOPO_0980272	Commiphora quadricincta: deep red flowers
PATO:0104190	almost spherical	PATO:0001499	spherical	FLOPO_0980273	Commiphora sp. aff. erythraea: almost spherical fruits
PATO:0104191	greenish yellow inside	PATO:0000320|PATO:0000324	green|yellow	FLOPO_0980274	Commiphora sp. nov. aff. myrrha: greenish yellow inside
PATO:0104192	pink streaked	PATO:0000954	pink	FLOPO_0980275	Convolvulus deserti: streaked with pink behind
PATO:0104193	streaked with pink behind	PATO:0000954	pink	FLOPO_0980276	Convolvulus deserti: streaked with pink behind
PATO:0104194	inflated oval	PATO:0002376|PATO:0000947	inflated|elliptic	FLOPO_0980277	Crotalaria leptocarpa: inflated oval pods
PATO:0104195	slightly rounded	PATO:0000411	circular	FLOPO_0980278	Crotalaria quartiniana: slightly rounded
PATO:0104196	clustered along the apical portion	PATO:0001629	aggregated	FLOPO_0980279	Croton lobatus: male flowers clustered along the apical portion
PATO:0104197	smooth oval	PATO:0000701|PATO:0000947	smooth|elliptic	FLOPO_0980280	Cucumis melo: smooth oval fruits
PATO:0104198	white-hairy	PATO:0000323|PATO:0000454	white|hairy	FLOPO_0980281	Cucumis melo: coarse white-hairy stems
PATO:0104199	green-striped	PATO:0000320|PATO:0001946	green|banded	FLOPO_0980282	Cucumis prophetarum: green-striped fruit
PATO:0104200	yellow green-veined	PATO:0001941|PATO:0000324|PATO:0000320	yellow green|yellow|green	FLOPO_0980283	Cucumis prophetarum: yellow green-veined flowers
PATO:0104201	bluish-lilac	PATO:0000318|PATO:0001943	blue|lilac	FLOPO_0980284	Cyanotis nyctitropa: bluish-lilac flowers
PATO:0104202	chestnut-red	PATO:0000322	red	FLOPO_0980285	Cyperus rigidifolius: chestnut-red glumes
PATO:0104203	cream or white	PATO:0000323|PATO:0000324	white|yellow	FLOPO_0980286	Daphne linearifolia: cream or white flowers
PATO:0104204	pointed black	PATO:0002258|PATO:0000317	pointed|black	FLOPO_0980287	Daphne mucronata: pointed black seed
PATO:0104205	four-petalled bulbous	PATO:0002210	bulbous	FLOPO_0980288	Daphne mucronata: cupped in a four-petalled bulbous calyx
PATO:0104206	unevenly lobed	PATO:0001979	lobed	FLOPO_0980289	Datura stramonium: bright green unevenly lobed leaves
PATO:0104207	pale blue flushed with purple	PATO:0000318|PATO:0000951	blue|purple	FLOPO_0980290	Delphinium sheilae: pale blue flowers flushed with purple
PATO:0104208	flushed with purple	PATO:0000951	purple	FLOPO_0980291	Delphinium sheilae: pale blue flowers flushed with purple
PATO:0104209	segmented pod-like	PATO:0002312	segmented	FLOPO_0980292	Desmodium gangeticum: segmented pod-like fruits
PATO:0104210	tangled spirally curved	PATO:0001846|PATO:0000406	tangled|curved	FLOPO_0980293	Dichrostachys cinerea: very tangled spirally curved fruits
PATO:0104211	spirally curved	PATO:0000406	curved	FLOPO_0980294	Dichrostachys cinerea: very tangled spirally curved fruits
PATO:0104212	greenish brown	PATO:0000320|PATO:0000952	green|brown	FLOPO_0980295	Dipcadi serotinum: narrow greenish brown flowers
PATO:0104213	scarlet-flushed	PATO:0000322	red	FLOPO_0980296	Dodonaea viscosa: large scarlet-flushed winged fruits
PATO:0104214	green and purplish	PATO:0000320|PATO:0000951	green|purple	FLOPO_0980297	Dodonaea viscosa: green and purplish flowers
PATO:0104215	pale greenish red	PATO:0000320|PATO:0000322	green|red	FLOPO_0980298	Duvalia velutina: pale greenish red flowers
PATO:0104216	pale brownish	PATO:0000952	brown	FLOPO_0980299	Echinops viscosus: stems are pale brownish
PATO:0104217	long distinctive	PATO:0001154	elongated	FLOPO_0980300	Endostemon gracile: cupped in a long distinctive calyx
PATO:0104218	white and lilac	PATO:0000323|PATO:0001943	white|lilac	FLOPO_0980301	Eremobium aegyptiacum: white and lilac flowers
PATO:0104219	white, lilac	PATO:0000323|PATO:0001943	white|lilac	FLOPO_0980302	Eremobium aegyptiacum: white and lilac flowers
PATO:0104220	bright lilac-blue	PATO:0000318|PATO:0001943	blue|lilac	FLOPO_0980303	Erodium ciconium: bright lilac-blue flowers
PATO:0104221	narrow deeply lobed	PATO:0000599|PATO:0001979	decreased width|lobed	FLOPO_0980304	Erucaria hispanica: narrow deeply lobed leaves
PATO:0104222	large pale cream	PATO:0000586|PATO:0000323|PATO:0000324	increased size|white|yellow	FLOPO_0980305	Eulophia petersii: Large pale cream crowded pseudobulbs
PATO:0104223	very pale green	PATO:0000320	green	FLOPO_0980306	Euphorbia ammak: very pale green fruits
PATO:0104224	four-angled	PATO:0000617	bent	FLOPO_0980307	Euphorbia sp. aff. ammak: fourangled stems
PATO:0104225	constricted at intervals	PATO:0001847	constricted	FLOPO_0980308	Euphorbia sp. aff. fractiflexa ae: constricted at intervals
PATO:0104226	pale lilac-pink	PATO:0000954|PATO:0001943	pink|lilac	FLOPO_0980309	Fagonia tristris var. boveana: pale lilac-pink flowers
PATO:0104227	flat, almost re circular	PATO:0000407|PATO:0000411	flat|circular	FLOPO_0980310	Farsetia aegyptia: flat, almost re circular, soft-hairy fruits
PATO:0104228	white rosy-lilac	PATO:0001943|PATO:0000323|PATO:0001425|PATO:0000954|PATO:0000322	lilac|white|rosy|pink|red	FLOPO_0980311	Farsetia burtonae: white rosy-lilac flowers
PATO:0104229	green flushed red	PATO:0000320|PATO:0000322	green|red	FLOPO_0980312	Ficus populifolia: green flushed red
PATO:0104230	pinkish green	PATO:0000954|PATO:0000320	pink|green	FLOPO_0980313	Galium aparinoides: pinkish green flowers
PATO:0104231	reddish-brown	PATO:0000322|PATO:0000952	red|brown	FLOPO_0980314	Glossonema edule: reddish-brown flowers
PATO:0104232	pale creamy-white	PATO:0000323|PATO:0000324	white|yellow	FLOPO_0980315	Gossypium hirsutum: pale creamy-white flowers
PATO:0104233	small round dentate	PATO:0000587|PATO:0000411|PATO:0001205	decreased size|circular|dentated	FLOPO_0980316	Grewia tenax: small round dentate leaves
PATO:0104234	white flushed with pale lilac	PATO:0000323|PATO:0001943	white|lilac	FLOPO_0980317	Gynandropsis gynandra: white flowers flushed with pale lilac
PATO:0104235	lobed palmate	PATO:0001979|PATO:0000052	lobed|shape	FLOPO_0980318	Gynandropsis gynandra: lobed palmate leaves
PATO:0104236	reduced to yellow stamens	PATO:0000587|PATO:0000324	decreased size|yellow	FLOPO_0980319	Halopeplis perfoliata: flowers reduced to yellow stamens
PATO:0104237	silver-grey	PATO:0000950	grey	FLOPO_0980320	Haloxylon ammodendron: silver-grey trunk
PATO:0104238	papery yellow	PATO:0000150|PATO:0000324	texture|yellow	FLOPO_0980321	Hedypnois cretica: papery yellow flowers 6 mm wide
PATO:0104239	very brittle	PATO:0002477	brittle	FLOPO_0980322	Heliotropium rariflorum: very brittle yellowish stems
PATO:0104240	dark crimson-red	PATO:0000322	red	FLOPO_0980323	Hibiscus deflersii: dark crimson-red flowers
PATO:0104241	long slender	PATO:0001154|PATO:0000592	elongated|decreased thickness	FLOPO_0980324	Hippocrepis unisiliquosa: long slender pods
PATO:0104242	soft felted	PATO:0000387	soft	FLOPO_0980325	Hochstettera schimperi: small soft felted leaves
PATO:0104243	large round winged	PATO:0000586|PATO:0000411	increased size|circular	FLOPO_0980326	Horwoodia dicksoniae: large round winged fruits
PATO:0104244	whitish lilac	PATO:0000323|PATO:0001943	white|lilac	FLOPO_0980327	Horwoodia dicksoniae: whitish lilac flowers 1 cm
PATO:0104245	large toothed	PATO:0000586|PATO:0001205	increased size|dentated	FLOPO_0980328	Hyoscyamus pusillus: cupped in a large toothed calyx
PATO:0104246	reddish brown	PATO:0000322|PATO:0000952	red|brown	FLOPO_0980329	Hyphaene thebaica: angled reddish brown fruits
PATO:0104247	long and narrow	PATO:0001154|PATO:0000599	elongated|decreased width	FLOPO_0980330	Indigofera linifolia: the centre leaflet long and narrow
PATO:0104248	greatly reduced	PATO:0000587	decreased size	FLOPO_0980331	Indigofera linifolia: the two side ones greatly reduced
PATO:0104249	rosy-pink	PATO:0001425|PATO:0000954|PATO:0000322	rosy|pink|red	FLOPO_0980332	Indigofera schimperi: rosy-pink flowers
PATO:0104250	short pagoda-like	PATO:0000569	decreased height	FLOPO_0980333	Indigofera sessiliflora: short pagoda-like spikes
PATO:0104251	narrow heart-shaped	PATO:0000599	decreased width	FLOPO_0980334	Ipomoea sinensis ssp. blepharosepala: narrow heart-shaped leaves
PATO:0104252	greenish-gold	PATO:0000320	green	FLOPO_0980335	Iris albicans: flushed with greenish-gold in the throat
PATO:0104253	greenish red	PATO:0000320|PATO:0000322	green|red	FLOPO_0980336	Jatropha spinosa: greenish red flowers
PATO:0104254	slightly variable	PATO:0001227	variant	FLOPO_0980337	Kalanchoe alternans: colour slightly variable
PATO:0104255	pinkish red	PATO:0000954|PATO:0000322	pink|red	FLOPO_0980338	Kalanchoe sp. aff. glaucescens: pinkish red flowers
PATO:0104256	curved, separated claw-shaped	PATO:0000406	curved	FLOPO_0980339	Koelpinia linearis: large, curved, separated claw-shaped fruits
PATO:0104257	bright lilac and pink	PATO:0001943|PATO:0000954	lilac|pink	FLOPO_0980340	Lantana viburnoides: bright lilac and pink flowers
PATO:0104258	narrow grass-like	PATO:0000599	decreased width	FLOPO_0980341	Lathyrus pratensis: narrow grass-like leaves
PATO:0104259	cottony	PATO:0000150	texture	FLOPO_0980342	Launaea angustifolia: pappus on the seeds very cottony
PATO:0104260	blue or lilac	PATO:0000318|PATO:0001943	blue|lilac	FLOPO_0980343	Lavandula stricta: blue or lilac flowers
PATO:0104261	flat circular	PATO:0000407|PATO:0000411	flat|circular	FLOPO_0980344	Lobularia libyca: flat circular fruits
PATO:0104262	tubular creamy	PATO:0002299|PATO:0000323|PATO:0000324	tubular|white|yellow	FLOPO_0980345	Lonicera etrusca: tubular creamy flowers
